Company,Job_title,Location,Salary,Skill,Job_Desc,Links
PT. Artha Kreasi Utama,KURIR RIDER & DRIVER DEPOK,"Pancoran Mas, Depok, Jawa Barat, Indonesia",Rp100rb-Rp105rb,"Memiliki Sim A Dan Sim C, Punya Kendaraan Pribadi, KTP",,https://glints.com/id/opportunities/jobs/kurir-rider-and-driver-depok/9575e999-eb07-4e6e-a276-0aa2456e0ad0?utm_referrer=explore
Herbiglow,Desain Grafis,"Cikarang Timur, Bekasi, Jawa Barat, Indonesia",Rp3jt-Rp3jt,,"Pria / wanita usia max 30 tahun, Menguasai photoshop, Adobe family dan corel draw, Nilai tambah jika menguasai Edit Video, Pendidikan min SMK / Sederajat, Bertanggung jawab dan jujur, Memiliki komitmen dan integritas yang tinggi, Dapat bekerja secara tim maupun individual, Kreatif dan inovatif",https://glints.com/id/opportunities/jobs/desain-grafis/6b7ed004-f57d-4bc3-b475-2c061164ebcf?utm_referrer=explore
Dum Dum Group,Crew Outlet,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Wanita, Usia maksimal 28 tahun, Pendidikan minimal SMA Sederajat, Jujur, disiplin & bertanggung jawab, Mampu bekerjasama dalam tim, Bersedia bekerja pada hari libur, Penempatan di Kuningan, Jakarta",https://glints.com/id/opportunities/jobs/crew-outlet/40bd87d1-521a-4c16-a1b5-e62f417bd771?utm_referrer=explore
PT Danamas Insan Kreasi Andalan (Bandung),Sales Fintech / Pembukaan Rekening / Sales CC (JABODETABEK),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia","Rp3jt-Rp4,9jt",,"Menawarkan customer yang datang ke mall untuk apply dan menggunakan aplikasi paylater, Mengajak orang untuk membuat rekening lewat hp, proses mudah, tidak sulit dan Tanpa setoran awal, Download dan Registasi Sampai Nasabah Mendapatkan No.Rekening & akun Aktif",https://glints.com/id/opportunities/jobs/sales-fintech-pembukaan-rekening-sales-cc-jabodetabek/f0e3bdad-71a4-4307-b2dd-143050db87fb?utm_referrer=explore
The Kayon Jungle Resort,Security Guard (Daily Worker),"Ubud, Gianyar, Bali, Indonesia",,"Security Guard, Security, SECURITY GUARD",,https://glints.com/id/opportunities/jobs/security-guard-daily-worker/84a7b433-0fe6-4cfc-95f8-3f0aac1b02ae?utm_referrer=explore
The Kayon Jungle Resort,Reservation (Daily Worker),"Ubud, Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/reservation-daily-worker/2169fc6f-10c7-40dc-97c8-6ca4adfaf71b?utm_referrer=explore
The Kayon Jungle Resort,GSA/ Reception (Daily Worker),"Ubud, Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/gsa-reception-daily-worker/f22b6d92-6ff9-4028-b714-722cc77426c6?utm_referrer=explore
The Kayon Jungle Resort,SPA Therapist (Daily Worker),"Ubud, Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/spa-therapist-daily-worker/67d0a220-633b-4f18-a138-c419cc16fac8?utm_referrer=explore
Somethinc,BA Somethinc Tabanan,"Tabanan, Tabanan, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/ba-somethinc-tabanan/fa33b080-4cd6-4cfc-8b6c-e3cede1cb75b?utm_referrer=explore
Somethinc,BA For Somethinc,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Komunikatif, Marketing, Sales",,https://glints.com/id/opportunities/jobs/ba-for-somethinc/0604a737-a456-4154-aec4-55de67d75d64?utm_referrer=explore
MIE SETAN BROMO MALANG,BARISTA MIE SEAN BROMO MALANG,"Klojen, Malang, Jawa Timur, Indonesia","Rp1jt-Rp1,2jt",,,https://glints.com/id/opportunities/jobs/barista-mie-sean-bromo-malang/c37ce3bf-3cbf-43b0-848e-262f0eccd2dd?utm_referrer=explore
PT Transporindo Agung Sejahtera,Staff Telemarketing,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",,"Negotiation Skill, Berkomunikasi Dengan Baik, Microsoft Office",,https://glints.com/id/opportunities/jobs/staff-telemarketing/71a88902-d954-4a91-b0cf-dd6727343985?utm_referrer=explore
Aston Kuta Hotel,FRONT OFFICE TRAINEE,"Kuta, Badung, Bali, Indonesia",,"Good Interpersonal Skills, Good Attitude, Good Communication Skills",,https://glints.com/id/opportunities/jobs/front-office-trainee/107f9f83-8bf7-42d2-996e-6d0d60820db9?utm_referrer=explore
Bimbingan dan Konsultasi Belajar Nurul Fikri,Guru Bidang Studi Geografi,"Tangerang, Tangerang, Banten, Indonesia",,,,https://glints.com/id/opportunities/jobs/guru-bidang-studi-geografi/31bae208-5d00-4999-97cc-37050a0aa756?utm_referrer=explore
Victory International Futures CentralPark,Marketing Business,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp2jt-Rp4jt,,,https://glints.com/id/opportunities/jobs/marketing-business/fedeeb40-5772-4d28-b9b6-9d425d1bbba9?utm_referrer=explore
AVA Komunika,Digital Imaging,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,"Bertanggung Jawab, Digital imaging design, Digital Imaging","Memiliki pengetahuan fotografi yang mumpuni, Memiliki mata yang tajam terhadap desain visual dan pencahayaan studio, Memiliki kepekaan terhadap detail, warna, dan komposisi grafis, Memiliki skill dalam desain, Memahami dasar atau punya sertifikasi profesional untuk software desain, Memiliki keterampilan komunikasi untuk menyampaikan rekomendasi visual dan diskusi",https://glints.com/id/opportunities/jobs/digital-imaging/1e2115b3-23d2-485f-9b09-786eb0db31d9?utm_referrer=explore
Somethinc,BA For Somethinc ( Gianyar),"Gianyar, Gianyar, Bali, Indonesia",,"Marketing, Berkomunikasi Dengan Baik, Sales, Sales Marketing",,https://glints.com/id/opportunities/jobs/ba-for-somethinc-gianyar/0c134706-1f17-44ec-9afb-870e19ca36c1?utm_referrer=explore
CV. Macaca Merah Muda,Fotografer,"Margahayu, Bandung, Jawa Barat, Indonesia",,"Fotografi, Photo Editing, Adobe Premiere Pro, Adobe Ligthroom, Adobe Photoshop",,https://glints.com/id/opportunities/jobs/fotografer/2c957a6e-af09-465b-a667-669c36742a2a?utm_referrer=explore
Bimbingan dan Konsultasi Belajar Nurul Fikri,Guru Bimbel Bidang Studi Geografi,"Rawalumbu, Bekasi, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/guru-bimbel-bidang-studi-geografi/bcf7a9bb-df88-4da7-83ba-ff8992951173?utm_referrer=explore
Violet Moslem Fashion Gallery,Digital Marketing,"Mustika Jaya, Bekasi, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/digital-marketing/a0d2e2a8-14fa-4152-9820-ba47be87d856?utm_referrer=explore
Dancell Official,Chef / Koki,"Wiyung, Surabaya, Jawa Timur, Indonesia",,,"Laki-laki /Perempuan, Usia min 18-27 tahun Pendidikan min SMA/SMK Sederajat, Tinggi min 155 dengan BB ideal, Mampu berkomunikasi dengan baik, Bersedia bekerja shift, Memiliki pengalaman kerja memasak (diutamakan), Disiplin, jujur, siap bekerja keras dan bertanggung jawab, Bersedia ditempatkan dimana saja, Penempatan Nganjuk",https://glints.com/id/opportunities/jobs/chef-koki/e3ce5b2a-baf8-466b-b7af-2007cd8bfc97?utm_referrer=explore
PT Spasial Teknologi Indonesia,Sales,"Antapani, Bandung, Jawa Barat, Indonesia",,"Interpersonal Skills, B2B Marketing, Analytical Skills, Good Communication Skills, Presentation Skills, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales/0d8651dc-8967-4bd2-9eaf-9f88be6b6466?utm_referrer=explore
Cv Wujud Unggul,Admin,"Denpasar Barat, Denpasar, Bali, Indonesia",,,"Melakukan tugas administrasi terkait rekrutmen., Mengurus administrasi terkait penerimaan karyawan baru., Mengelola dan memelihara catatan karyawan, termasuk data pribadi, riwayat pekerjaan, dan informasi lainnya yang relevan., Memproses administrasi terkait cuti, izin, dan kesehatan karyawan., Mendukung dalam pelaksanaan program pelatihan dan pengembangan karyawan., Mengelola dan memantau program kesejahteraan karyawan.",https://glints.com/id/opportunities/jobs/admin/bfd3f359-3ca9-4766-ae42-2d6b07b72d94?utm_referrer=explore
Jakaya Food,Penjual Dimsum Keliling,"Menganti, Gresik, Jawa Timur, Indonesia",,,"Pria, Usia 19-40 Tahun, KTP Asli, Memiliki SIM C, Berbadan Sehat, Rajin Sholat 5 waktu, Jujur, ulet, tidak gengsi & pekerja keras, Bisa menghitung, Fasilitas sepeda motor dari perusahaan untuk berjualan, Penempatan kerja : Surabaya",https://glints.com/id/opportunities/jobs/penjual-dimsum-keliling/8c817866-d83f-4853-b078-22c2b1bbbe81?utm_referrer=explore
Jakaya Food,Penjual Dimsum Keliling,"Waru, Sidoarjo, Jawa Timur, Indonesia",,,"Pria, Usia 19-40 Tahun, KTP Asli, Memiliki SIM C, Berbadan Sehat, Rajin Sholat 5 waktu, Jujur, ulet, tidak gengsi & pekerja keras, Bisa menghitung, Fasilitas sepeda motor dari perusahaan untuk berjualan, Penempatan kerja : Surabaya",https://glints.com/id/opportunities/jobs/penjual-dimsum-keliling/ac493f3c-324a-45b4-abe9-ca72a40743ee?utm_referrer=explore
Cove,Property Operations Associate,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Assist the property manager in maintaining buildings effectively and continually improving tenant’s experience, Illustrate Cove’s core values and strive to achieve our standard of operations, Act as the liaison between Cove and facilities staff on the property, Assist in preparing room inventory report, Assist in routine property inspections, Assist in organizing properties’ tickets, Liaise with service contractors to schedule maintenance or repair of the buildings, Assist in troubleshooting daily facilities maintenance issues, Assist in routine procurement of properties’ needs",https://glints.com/id/opportunities/jobs/property-operations-associate/3b804a04-8cf3-49dc-995f-14896de90d6e?utm_referrer=explore
PT. Pandu Inovasi Investama,Drafter & Estimator,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Rp4jt-Rp4jt,"Estimator, Drafter, Drafter Engineer",,https://glints.com/id/opportunities/jobs/drafter-and-estimator/d1571fdc-b330-4959-b3d3-1fb39444e27b?utm_referrer=explore
Ayam Sandiwara,Crew Resto,"Serpong, Tangerang Selatan, Banten, Indonesia",,"Restaurant, Waiter, pelayan/waiter","Pria/wanita, Usia: 18-30 tahun, Berpenampilan menarik, Rajin, jujur, komunikatif, mandiri, kreatif",https://glints.com/id/opportunities/jobs/crew-resto/9706aa71-1c06-4692-ac92-7fc2148c610e?utm_referrer=explore
Harian Disway,Marketing Executive and Event,"Sukolilo, Surabaya, Jawa Timur, Indonesia",,,,https://glints.com/id/opportunities/jobs/marketing-executive-and-event/717831a0-1661-4a15-ada7-cbdbc27f88bf?utm_referrer=explore
NIRMALA HOTEL JIMBARAN,Engineering,"Kuta, Kab. Badung, Bali, Indonesia",,"Teknik Listrik, Engineering, Teknik Mesin, Hospitality and Service",,https://glints.com/id/opportunities/jobs/engineering/3ec7e9dc-975c-4928-80e6-f4cacab1bb3b?utm_referrer=explore
NIRMALA HOTEL JIMBARAN,Waiterss (DW),"Kuta, Kab. Badung, Bali, Indonesia",,"Steward, Hospitality, Waiter, Good Communication Skills, pelayan/waiter","Pendidikan minimal SMA, Pengalaman minimal 1 tahun di bidang yang sama, Memiliki keterampilan pelayanan pelanggan, Kejujuran dan kemampuan untuk menangani transaksi",https://glints.com/id/opportunities/jobs/waiterss-dw/a01187c0-6f5b-4369-a14a-7a837ac7dfa8?utm_referrer=explore
PT Panca Wisesa Adhika,Sales Showroom,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-showroom/22863373-ae6d-4bd2-bc4b-c225874aeec6?utm_referrer=explore
Sinergi 7 Utama,Supervisor IPAL,"Gedebage, Bandung, Jawa Barat, Indonesia",,"Environmental & Occupational Health > HSE, Team Leadership, K3, Willing To Learn Attitude, Problem Management",,https://glints.com/id/opportunities/jobs/supervisor-ipal/67af5e10-547c-4f16-97d6-28e400f49d1e?utm_referrer=explore
Portale Cloud Kitchen,Crew Kitchen,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",,"Honest, Kitchen Staff, Coordination, Good Communication Skills, Dicipline","Male/Female, Honest, dicipline and responsible, Good comunication and coordination, Have experience at Kitchen (preferred)",https://glints.com/id/opportunities/jobs/crew-kitchen/219ce11b-aff8-485c-8979-a2eb8c6cc801?utm_referrer=explore
PT Manu,Credit Marketing Officer,"Kesambi, Cirebon, Jawa Barat, Indonesia","Rp2,5jt-Rp6jt","Responsibility, Negotiation, Communication, Sales Presentations",,https://glints.com/id/opportunities/jobs/credit-marketing-officer/51257085-41bd-4344-9b2e-730d3977790d?utm_referrer=explore
Portale Cloud Kitchen,Crew Kitchen,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,"Honest, Kitchen Staff, Coordination, Good Communication Skills, Dicipline","Male/Female, Honest, dicipline and responsible, Good comunication and coordination, Have experience at Kitchen (preferred)",https://glints.com/id/opportunities/jobs/crew-kitchen/a1ec9a4e-e2cd-42f7-a60f-12042448ee67?utm_referrer=explore
PT Edukasi Cerdas Logika,Guru TK dan SD,"Bojongloa Kidul, Bandung, Jawa Barat, Indonesia",Rp4jt-Rp5jt,,,https://glints.com/id/opportunities/jobs/guru-tk-dan-sd/33120ada-e269-42df-9c5f-09312ca0bd00?utm_referrer=explore
PT. Thonnindo Isiarta Konstruksi,Site Supervisor/Pengawas Lapangan,"Bahodopi, Kab. Morowali, Sulawesi Tengah, Indonesia",,"Teknik Konstruksi, Microsoft Excel, Pengawasan Proyek","Berkoordinasi dengan tim proyek, kontraktor, dan pihak-pihak terkait lainnya untuk memastikan kelancaran proyek., Memastikan bahwa semua pekerjaan dilakukan sesuai dengan jadwal dan anggaran yang telah ditetapkan., Mengawasi pelaksanaan proyek dari awal hingga akhir., Berkoordinasi dengan tim proyek, kontraktor, dan pihak-pihak terkait lainnya untuk memastikan kelancaran proyek., Memantau kualitas pekerjaan dan memastikan bahwa semua pekerjaan sesuai dengan spesifikasi yang ditentukan., Mengidentifikasi dan mengatasi masalah atau hambatan yang mungkin timbul selama pelaksanaan proyek., Melakukan laporan berkala kepada manajemen tentang kemajuan proyek dan masalah yang timbul.",https://glints.com/id/opportunities/jobs/site-supervisor-pengawas-lapangan/6e6b19de-4adf-4d5c-9d95-164f3f27861c?utm_referrer=explore
Rumah Muslimah,Sales Person Girl (SPG),"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",,,"Lowongan KHUSUS wanita muslimah berusia maksimal 26 tahun, Pendidikan Minimal SMA/SMK, Tinggi badan tidak kurang dari 155cm, Memiliki penampilan yang rapih dan menarik, Memiliki postur tubuh yang proporsional, Memiliki skill penjualan dan menawarkan produk dengan baik secara offline maupun online, Menyukai dan mengerti trend kekinian dunia fashion muslim/hijab, Sudah terbiasa bekerja dengan TARGET dan DEADLINE, Berkomitmen serta jujur amanah, WAJIB MEMILIKI PENGALAMAN SPG SELAMA 6 BULAN, Diutamakan yang berdomisili sekitar Rawamangun",https://glints.com/id/opportunities/jobs/sales-person-girl-spg/c3730063-d013-4a3d-a309-9a93a37a52a2?utm_referrer=explore
PT Higood Live Indonesia,Operator Live Manager,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Rp7jt-Rp15jt,"Microsoft Excel, Live Streaming Operator, Strong Communication Skills",,https://glints.com/id/opportunities/jobs/operator-live-manager/3cef12ca-4584-4dfa-b9c1-7715de263028?utm_referrer=explore
Brain Academy Lamongan,Pengajar Sejarah,"Lamongan, Kab. Lamongan, Jawa Timur, Indonesia",,"Berkomunikasi Dengan Baik, Mengoprasikan Komputer, Administrasi",,https://glints.com/id/opportunities/jobs/pengajar-sejarah/4f755b0d-2cc7-4731-90ab-b1e8c440606f?utm_referrer=explore
Brain Academy Lamongan,Pengajar Fisika,"Lamongan, Kab. Lamongan, Jawa Timur, Indonesia",,"Berkomunikasi Dengan Baik, Berpengalaman mengajar, Administrasi",,https://glints.com/id/opportunities/jobs/pengajar-fisika/5b4efedd-549f-4bae-b573-9b727c91ff63?utm_referrer=explore
PT. Fast Medika Utama,Kasir,"Kibin, Kab. Serang, Banten, Indonesia",,"Jujur, teliti, dan rajin, Good Communication Skills, Computer",,https://glints.com/id/opportunities/jobs/kasir/ca8b26a7-4b0c-41ef-a35e-c8d88aa4514f?utm_referrer=explore
Karunia Global School,Chemistry Teacher,"Jelutung, Jambi, Jambi, Indonesia",,"Teamwork, Classroom Management, Fluent In English Both Oral And Written","Male/Female, Age: 21-50 years old., Education Background: Bachelor degree/Master degree in chemistry education or equivalent., Good command in English - Writing, Reading, and Speaking., Able to work personally as an individual and part of a team., Passionate to learn Cambridge Curriculum. (Having experience in Cambridge Curriculum is preferable)., Good computer skills.",https://glints.com/id/opportunities/jobs/chemistry-teacher/28a3576e-fe68-4423-9fc4-eb8e24cc8edd?utm_referrer=explore
Karunia Global School,Science Teacher,"Jelutung, Jambi, Jambi, Indonesia",,"Teamwork, Classroom Management, Fluent In English Both Oral And Written","Male/Female, Age: 21-50 years old., Education Background: Bachelor degree/Master degree in science education or equivalent., Good command in English - Writing, Reading, and Speaking., Able to work personally as an individual and part of a team., Passionate to learn Cambridge Curriculum. (Having experience in Cambridge Curriculum is preferable)., Good computer skills.",https://glints.com/id/opportunities/jobs/science-teacher/afa8c9b1-0bba-4dbf-8faf-9cac802d30d6?utm_referrer=explore
MIRALAND,Admin Tax,"Kuta Selatan, Kab. Badung, Bali, Indonesia","Rp3,2jt-Rp4jt","Akuntansi, Advanced Microsoft Excel, Menguasai Perpajakan","Pendidikan Minimal D4/S1 Akutansi/Perpajakan, Pengalaman kerja di bidang perpajakan minimal 1 tahun.",https://glints.com/id/opportunities/jobs/admin-tax/8f04c579-728a-4fde-be93-3b80fdd4811e?utm_referrer=explore
Bluebird Group Pool Kramat Jati,Driver Online,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",,,"Order langsung, Order aplikasi, Order pangkalan",https://glints.com/id/opportunities/jobs/driver-online/1b0f3157-c8d2-426a-b0a2-0dd444cc306c?utm_referrer=explore
PT AMY LIFE,Translator Mandarin,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp8jt-Rp12jt,,,https://glints.com/id/opportunities/jobs/translator-mandarin/054235d6-c435-448e-9f23-1d14d448534e?utm_referrer=explore
PT Sejahtera Mitra Solusi,IT Programmer (Backend),"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,"MySQL, Java, Java SpringBoot, SQL, Spring MVC","Bekerja sama dengan System Analyst serta seluruh team yang terkait dalam pengembangan project, Bertanggung jawab dalam mempelajari fungsi bisnis, mengumpulkan informasi dan mengevaluasi kebutuhan bisnis dan menterjemahkannya secara teknis, termasuk integrasinya dengan surrounding system lainnya, Bertanggung jawab dalam melakukan Debugging dan Unit Testing, Berkolaborasi dengan Technical Writer untuk membangun dokumentasi yang komprehensive",https://glints.com/id/opportunities/jobs/it-programmer-backend/75e535d0-f2d7-43a6-9574-103e8b71861f?utm_referrer=explore
PT. Andalan Fluid Sistem,Sales Engineer,"Muara Enim, Kab. Muara Enim, Sumatera Selatan, Indonesia",,"Sales Engineer, Marketing, Sales",,https://glints.com/id/opportunities/jobs/sales-engineer/97da188d-a0b3-451d-b64a-30bfced49037?utm_referrer=explore
Mitracomm Ekasarana (Head Office Jakarta),SALES FURNITURE - DKI JAKARTA,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia","Rp4,2jt-Rp4,4jt","Customer Service, Sales Management, Sales",,https://glints.com/id/opportunities/jobs/sales-furniture-dki-jakarta/1390f881-22d6-4850-aacb-d1171e44877f?utm_referrer=explore
Shenelin,Admin Marketplace,"Tangerang, Tangerang, Banten, Indonesia",,"Customer Service, Marketing, Online Marketplace, Administration","Woman (Max 28 years old), Good MS Office skills, Good and active English language skills, both oral and written., Friendly, can promote products, provide good customer service, Detailed, organized, analytical, and able to think critically, Have high motivation, take initiative, and have high discipline, Understand e-commerce features, Willing to work night shift",https://glints.com/id/opportunities/jobs/admin-marketplace/d46315d5-884e-4cc4-b943-760e6b049a06?utm_referrer=explore
Universitas Ichsan Satya,DOSEN TETAP PROGRAM STUDI S1 KEPERAWATAN PEMINATAN KOMUNITAS,"Ciputat, Tangerang Selatan, Banten, Indonesia",,,"Pendidikan min Lulusan S2 (Linier/Serumpun) Jurusan Keperawatan Peminatan Komunitas, Berkomitmen untuk tugas-tugas Tri Dharma Perguruan Tinggi (Pendidikan, Penelitian dan Pengabdian Kepada Masyarakat), Bersedia menjadi Dosen Tetap Yayasan, Bertanggungjawab & Berintegritas Tinggi, Memiliki kemampuan sebagai konseptor dan eksekutor, Bersedia ditempatkan di Tangerang Selatan dengan melampirkan scan dokumen asli (berwarna):, Surat lamaran kepada Rektor Univ Ichsan Satya dengan mencantumkan pernyataan bersedia bekerja penuh waktu;, Biodata yang ditandatangani dilengkapi dengan Pas Foto 4x6, Ijazah dan transkrip nilai lengkap, Sertifikasi Kompetensi Pendukung",https://glints.com/id/opportunities/jobs/dosen-tetap-program-studi-s1-keperawatan-peminatan-komunitas/f1e46646-f2bb-495c-afe1-98e23509c4a6?utm_referrer=explore
Universitas Ichsan Satya,DOSEN TETAP PROGRAM STUDI S1 KEPERAWATAN PEMINATAN MEDICAL BEDAH,"Ciputat, Tangerang Selatan, Banten, Indonesia",,"Tindakan keperawatan, Medical Education, Konseptor > Eksekutor","Pria, Pendidikan min Lulusan S2 (Linier/Serumpun) Jurusan Keperawatan Peminatan Medical Bedah (KMB), Berkomitmen untuk tugas-tugas Tri Dharma Perguruan Tinggi (Pendidikan, Penelitian dan Pengabdian kepada Masyarakat), Bersedia menjadi Dosen Tetap Yayasan, Bertanggungjawab & Berintegritas Tinggi, Memiliki kemampuan sebagai konseptor dan eksekutor, Bersedia ditempatkan di Tangerang Selatan, Surat lamaran kepada Rektor Univ Ichsan Satya dengan mencantumkan pernyataan bersedia bekerja penuh waktu;, Biodata yang ditandatangani dilengkapi dengan Pas Foto 4x6, Ijazah dan transkrip nilai lengkap, Sertifikasi Kompetensi Pendukung",https://glints.com/id/opportunities/jobs/dosen-tetap-program-studi-s1-keperawatan-peminatan-medical-bedah/696830fb-c41d-418e-aab4-340a162bc7f0?utm_referrer=explore
Universitas Ichsan Satya,DOSEN TETAP PROGRAM STUDI S1 KEPERAWATAN PEMINATAN KRITIS,"Ciputat, Tangerang Selatan, Banten, Indonesia",,"Bertanggung Jawab, Berintegritas Tinggi, Ilmu keperawatan","Pendidikan min Lulusan S2 (Linier/Serumpun) Jurusan Keperawatan Peminatan Kritis, Berkomitmen untuk tugas-tugas Tri Dharma Perguruan Tinggi (Pendidikan, Penelitian dan Pengabdian Kepada Masyarakat), Bersedia menjadi Dosen Tetap Yayasan, Bertanggungjawab & Berintegritas Tinggi, Memiliki kemampuan sebagai konseptor dan eksekutor, Bersedia ditempatkan di Tangerang Selatan, Surat lamaran kepada Rektor Univ Ichsan Satya dengan mencantumkan pernyataan bersedia bekerja penuh waktu;, Biodata yang ditandatangani dilengkapi dengan Pas Foto 4x6, Ijazah dan transkrip nilai lengkap, Sertifikasi Kompetensi Pendukung",https://glints.com/id/opportunities/jobs/dosen-tetap-program-studi-s1-keperawatan-peminatan-kritis/63ab0520-6f04-4ef9-9f27-0e217823fb1e?utm_referrer=explore
Sista Dumpling Canggu,Senior Waiter,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/senior-waiter/6db6728f-f343-40b0-873a-1b58b607ba5e?utm_referrer=explore
Sista Dumpling Canggu,Marketing Social Media,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/marketing-social-media/2d547d56-bca6-4a42-bb4f-521321cc2e35?utm_referrer=explore
KJPP Herman Meirizki dan Rekan,Asisten Penilai Bisnis (Internship),"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,"Bisnis, Asistent, Microsoft Office",,https://glints.com/id/opportunities/jobs/asisten-penilai-bisnis-internship/ef16d574-f51e-4f6f-b26b-b7fcf60a1a42?utm_referrer=explore
Amorphotoworks,Social Media Specialist,"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,"Support social media & content team, Assist with the design and execution of social media campaigns, Assist on influencer campaign strategy, Brainstorm and research ideas for original content, Good time management, Good communication & collaboration skills, Highly creative & innovative",https://glints.com/id/opportunities/jobs/social-media-specialist/5bb6eded-3ee2-44c5-8a3a-8ee454985a79?utm_referrer=explore
PT Plott Jaya Sejahtera,Creative Designer Intern,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Rp1jt-Rp2jt,,,https://glints.com/id/opportunities/jobs/creative-designer-intern/d0837912-4774-44af-b9cb-aae6e2547564?utm_referrer=explore
KJPP Herman Meirizki dan Rekan,Staff Penilai Properti,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,"AutoCAD, Properti / Manajer Sales & Marketing, Penilaian Properti",,https://glints.com/id/opportunities/jobs/staff-penilai-properti/9e17ffb4-9813-484b-a4df-66f04bc0c8c7?utm_referrer=explore
CV. Kukche Mitra Sukses,Editor Video & Film,"Kedunghalang, Bogor, Jawa Barat, Indonesia","Rp1,5jt-Rp2jt","Video Editor, Videography, Adobe Premiere Pro",,https://glints.com/id/opportunities/jobs/editor-video-and-film/55236074-a6b8-4183-a596-f31ecae3a7a5?utm_referrer=explore
PT Blue Ocean Heart (Vivo Bali),Promotor Vivo,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Berkomunikasi Dengan Baik, bekerjasama dengan tim, Sales Marketing","Wanita atau pria berusia 18-28 tahun, Pendidikan minimal SMA/SMK, Memiliki motivasi yang tinggi, Komunikatif, inovatif & dapat bekerjasama dengan tim, Memiliki minat dibidang sales & marketing",https://glints.com/id/opportunities/jobs/promotor-vivo/5d6c1615-683c-4062-bc3f-558de7007595?utm_referrer=explore
Gooritss Indonesia Sejahtera,Sales IT,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Communication and Customer Service skills, Sales experience, Ability to provide training and support to customers, Sales Management experience, Experience in the IT hardware industri, Excellent interpersonal and relationship-building skills, Ability to work independently and as part of a team, Bachelor's degree in Business, Marketing, or related field",https://glints.com/id/opportunities/jobs/sales-it/906b10be-9c31-430e-94b4-256909783435?utm_referrer=explore
M'Soul Indonesia,Admin Marketing,"Denpasar Barat, Denpasar, Bali, Indonesia","Rp4,5jt-Rp5jt","Marketing, Microsoft Office, Administration",,https://glints.com/id/opportunities/jobs/admin-marketing/5a9b7542-dc51-4f9e-9144-7f7320ce5ec1?utm_referrer=explore
Livesmart Asia Pte Ltd,Content Creator,"Batam Kota, Batam, Kepulauan Riau, Indonesia",,,,https://glints.com/id/opportunities/jobs/content-creator/fd5a44d9-5f2a-419f-b530-f19477bfe6fe?utm_referrer=explore
PT Panca Wisesa Adhika,Sales Showroom,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,,"Mengecek kelengkapan dan kerapihan produk-produk yang dipamerkan (produk display)., Melakukan transaksi penjualan sesuai  dengam standar yang ditetapkan., Membuat laporan penjualan sesuai dengan schedule yang ditetapkan., Melakukan follow up penagihan piutang kepada customer., Melayani customer sesuai dengan standar yang ditetapkan.",https://glints.com/id/opportunities/jobs/sales-showroom/22863373-ae6d-4bd2-bc4b-c225874aeec6?utm_referrer=explore
MIRALAND,Petugas Keamanan/Satpam,"Kuta Selatan, Badung, Bali, Indonesia",Rp3jt-Rp4jt,,,https://glints.com/id/opportunities/jobs/petugas-keamanan-satpam/fc176580-acb9-463e-bb93-a0fb5dc2831e?utm_referrer=explore
