Company,Job_title,Location,Salary,Skill,Job_Desc,Links
CV Mitra Adhiska Grup,Driver,"Tabanan, Tabanan, Bali, Indonesia",,,"Mengemudikan kendaraan dengan aman dan bertanggung jawab., Pria / Wanita, Maksimal umur 45 tahun, Pendidikan dan pengalaman tidak diutamakan",https://glints.com/id/opportunities/jobs/driver/7ec578d8-d49c-457d-b33e-bc09f0552c0d?utm_referrer=explore
CV Mitra Adhiska Grup,Marketing,"Tabanan, Tabanan, Bali, Indonesia",,,"Pria / Wanita, Maksimal umur 45 tahun, Pendidikan dan pengalaman tidak diutamakan",https://glints.com/id/opportunities/jobs/marketing/9dc1dde2-6f00-4d1b-90d7-7f90f21dd1a1?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Counter(Bandung),"Bandung Wetan, Bandung, Jawa Barat, Indonesia",,"Komunikatif, Target Oriented, Berpenampilan Menarik","Wanita, Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Aktif di media sosial, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-counterbandung/52d0e777-9f25-4309-90c1-f59d10e78015?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Tasikmalaya),"Cihideung, Tasikmalaya, Jawa Barat, Indonesia",,,"Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-tasikmalaya/429babb2-0cdc-420b-9770-273312ed0af9?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Padalarang),"Padalarang, Bandung Barat, Jawa Barat, Indonesia",,,"Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-padalarang/1d2f8d11-c62a-4153-b49e-d0f8c8eae2eb?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Garut),"Tarogong Kidul, Garut, Jawa Barat, Indonesia",,,"Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-garut/7e4c573a-6783-4cbb-b4f5-401eb9f875e1?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Bandung),"Bandung Wetan, Bandung, Jawa Barat, Indonesia",,"Komunikatif, Target Oriented, Berpenampilan Menarik","Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-bandung/13993428-2d64-46fa-a330-e51cc3d96085?utm_referrer=explore
PT Regon Makmur Sejahtera (Sablon Bogor),Asisten Kepala Produksi (Internship),"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,"Memastikan proses dan hasil produksi memenuhi standar kualitas dan deadline yang ditetapkan, Melakukan aktivitas forecasting, purchasing, dan reporting",https://glints.com/id/opportunities/jobs/asisten-kepala-produksi-internship/f58807fa-13fc-4fca-837c-a0f985695a12?utm_referrer=explore
PT Regon Makmur Sejahtera (Sablon Bogor),Junior Content Creator (Internship),"Bogor Utara, Bogor, Jawa Barat, Indonesia",,"Photo & Video Editing, Content Creator, Kreatif Dan Inovatif","Take foto, video, dan editing, Melakukan riset untuk mempelajari trend terkini dalam pengembangan konten, Rekap data insight instagram dan tiktok",https://glints.com/id/opportunities/jobs/junior-content-creator-internship/ae811300-6efa-4bf3-9ad1-4a4f31fa92eb?utm_referrer=explore
PT Gistex,Content Creator,"Margaasih, Bandung, Jawa Barat, Indonesia",,,"Bachelor's degree in Visual Arts, Multimedia, Communications, Marketing, or a related field (or equivalent experience)., Proven experience as a content creator, demonstrating a strong portfolio of multimedia content across various platforms., Proficiency in multimedia software tools, including video editing, graphic design, and animation software., Excellent storytelling skills with the ability to convey messages creatively and effectively., Familiarity with social media platforms, trends, and best practices., Basic understanding of content marketing and audience engagement strategies., Attention to detail and ability to maintain brand consistency., Adaptability to evolving technologies and content formats., Strong project management skills to meet deadlines and handle multiple projects simultaneously., Strong communication skills and the ability to collaborate within a team.",https://glints.com/id/opportunities/jobs/content-creator/af1876f9-e076-4c3c-8b64-0c9dacc81053?utm_referrer=explore
PT Edigy Djaya Global,Japanese Tutor,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/japanese-tutor/45a39aee-b07c-4700-968f-c04baed187ae?utm_referrer=explore
SWA OFFICIAL,Host Live TikTok,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",,"Komunikatif, Kreatif, Hosting Skills","Perempuan/Laki-laki, Usia 20 - max 25 tahun, Berpenampilan menarik, kreatif & komunikatif, Pengalaman host/MC, Cepat belajar & pantang menyerah, Bisa bekerja dalam tim & target, Mandiri & bertanggung jawab, Bekerja shifting & gaji harian, Sneakers enthusiast, Hanya untuk domisili Bekasi, area Harapan Jaya, Bekasi Utara",https://glints.com/id/opportunities/jobs/host-live-tiktok/b95ed823-6c6e-41d0-8067-bfc5c8959d61?utm_referrer=explore
PT. HERROS NUSA DUA,SALES EXECUTIVE,"Cikarang Selatan, Bekasi, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-executive/e87fc4a5-07fc-4472-a31d-b52093f527e6?utm_referrer=explore
PT. BERKAH BERMAIN BERSAMA,Gaming Pilot,"Dau, Malang, Jawa Timur, Indonesia",,,,https://glints.com/id/opportunities/jobs/gaming-pilot/2253cf44-c478-427a-8a3d-e8fcd0164cc1?utm_referrer=explore
Synapsis.id,Mobile Developer (Paid - Internship),"Makasar, Jakarta Timur, DKI Jakarta, Indonesia",,"GetX State Management, BLoC State Management, Firebase Database, Flutter / Dart",,https://glints.com/id/opportunities/jobs/mobile-developer-paid-internship/da8cf4d6-eab1-4ab0-b218-d6a1d5afa9c0?utm_referrer=explore
Pt Cipta Harmoni Lestari,Internship Graphic Designer,"Kelapa Dua, Tangerang, Banten, Indonesia",,"Creative Thinking, Visual Design, Adobe Photoshop","Best Mid-End Housing Development, Best Housing Interior Design, Silver Awards for Eco Friendly housing developmen",https://glints.com/id/opportunities/jobs/internship-graphic-designer/444f8200-f2b4-4784-9c6b-960f0424a850?utm_referrer=explore
Pt Solusi Integrasi Pratama,Car Warehouse Staff Balikpapan,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",,,"Pendidikan minimal SMA/SMK, Memiliki pengalaman dan pengetahuan mekanik otomotif, Bisa mengendarai mobil maupun motor, Memiliki SIM A lebih diutamakan, Bisa berkomunikasi dengan lancar, Tidak gagap teknologi, Penempatan:  Balikpapan Selatan, Balikpapan",https://glints.com/id/opportunities/jobs/car-warehouse-staff-balikpapan/6cb49f6a-261b-4289-be7f-40d0566b4025?utm_referrer=explore
INDOCELL BALI,Frontliner,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Jujur, teliti, dan rajin, Berkomunikasi Dengan Baik, ramah dan sopan","Wanita maks. 25 tahun, Minimal pendidikan SMA/SMK, Belum menikah, Jujur, Rajin, Ramah, Supel",https://glints.com/id/opportunities/jobs/frontliner/3287d3ec-158f-480f-bd86-a65d56d91472?utm_referrer=explore
Dot Printing Solution,Finishing,"Pekalongan Barat, Pekalongan, Jawa Tengah, Indonesia",,,,https://glints.com/id/opportunities/jobs/finishing/6f77f2c4-34ea-4192-9c43-29b9dc72e3ef?utm_referrer=explore
Easybeaute,Digital Content Creator Intern,"Tangerang, Tangerang, Banten, Indonesia",,,"Memiliki skill komunikasi yang tinggi serta percaya diri tampil di depan kamera, Paham dan update tentang trend baru di bidang skincare, Creative dan easygoing, Terampil menggunakan aplikasi editing video seperti VN, capcut atau aplikasi serupa, Poin plus jika saat ini sedang mengikuti beauty community (tidak wajib), Diutamakan yang berdomisili di Jabodetabek",https://glints.com/id/opportunities/jobs/digital-content-creator-intern/a6c3f091-ea22-4d31-bb1d-a85eb20f9548?utm_referrer=explore
PT. Biotis Pharmaceuticals Indonesia,Operator R&D,"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/operator-r-and-d/d4ddcf26-f37c-497a-aca8-3724c08776d7?utm_referrer=explore
Syaamil Group,Content Strategist Intern,"Kiaracondong, Bandung, Jawa Barat, Indonesia",Rp400rb,,,https://glints.com/id/opportunities/jobs/content-strategist-intern/f645d701-0d9a-400b-9d69-5d1db9429535?utm_referrer=explore
Zgar Bali,Sales Marketing,"Denpasar Timur, Denpasar, Bali, Indonesia",,"Target Oriented, Jujur, teliti, dan rajin, Sales Marketing","Laki-laki, Usia maks.35 Tahun, Wajib pengguna Vape, Mampu bekerja dengan target, Menguasai area penempatan (BALI), Komunikasi yang baik, Jujur, Teliti, dan Bertanggung Jawab, Berpengalaman di Industri Vape atau Rokok lebih disukai, Memiliki kendaraan pribadi & SIM, Full Time",https://glints.com/id/opportunities/jobs/sales-marketing/a709e1fa-a3e8-4a90-a1b7-65e4ae8e0ed8?utm_referrer=explore
Jolly Roger Education,English Tutor,"Tabanan, Tabanan, Bali, Indonesia",,"English Teaching, Good Communication Skills, Good Teaching Skill",,https://glints.com/id/opportunities/jobs/english-tutor/72dc5a4b-a1b9-40fd-8f12-1e2401e65e21?utm_referrer=explore
Jolly Roger Education,English Tutor,"Tabanan, Tabanan, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/english-tutor/757cc924-4bd6-4b3c-b5c0-5d2fada0f91a?utm_referrer=explore
PT.Midtou Bali,Sopir,"Denpasar Timur, Denpasar, Bali, Indonesia",Rp1jt-Rp2jt,"Disiplin Dan Jujur, Memiliki Kemampuan Komunikasi Yang Baik, Mengemudi Dengan Baik","Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan karyawan ke tujuan sesuai dengan rute yang ditentukan., Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin., Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.",https://glints.com/id/opportunities/jobs/sopir/203c2d9c-0fec-405a-96af-d72666f0263a?utm_referrer=explore
Jolly Roger Education,Konsultan Pendidikan,"Tabanan, Tabanan, Bali, Indonesia",,"Berkomunikasi Dengan Baik, Good Attitude, Good Looking","Wanita (Max 27 tahun), Memiliki Keterampilan Komunikasi yang baik, Tidak sedang bekerja/ berkuliah",https://glints.com/id/opportunities/jobs/konsultan-pendidikan/aadd04f0-910d-4be9-9712-2dea13947821?utm_referrer=explore
Emas Gemilang Nusantara,Host Live,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,"Self Confidence & Control, Host Live Steam, Wise And Charismatic, Well Groomed, Good Communication Skills, Digital Savvy, Time Management","Presenting interesting and entertaining live broadcasts to the audience., Actively interact with your audience via chat and comments., Deliver content clearly and engagingly using good speaking skills., Understand trends and popular topics to attract audience interest., Ensure technical smoothness during live broadcasts., Promote and introduce company products or services to the audience.",https://glints.com/id/opportunities/jobs/host-live/e5fa12ae-0a25-42b5-bcce-7261b5e4e044?utm_referrer=explore
ACE Medical,Tenaga Teknis Kefarmasian Apotek Medici,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",,"KOMUNIKASI , KREATIVITAS , KERJA TIM , ORGANISASI , KEPEMIMPINAN , SOSIAL MEDIA MANAGEMENT, TENAGA TEKNIS KEFARMASIAN, Farmasi",,https://glints.com/id/opportunities/jobs/tenaga-teknis-kefarmasian-apotek-medici/d25b0de0-e065-4d5d-806e-f030a0da7c02?utm_referrer=explore
PT Dimarco Mitra Utama,Sales Counter,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,"Marketing Communications, Marketing, Publik Speaking","Gaji Pokok, Komisi Penjualan mencapai 10jt, Bonus Penjualan, Tunjangan Hari Raya, Seragam",https://glints.com/id/opportunities/jobs/sales-counter/8504df5b-a123-42fd-8226-2af4e9c3d13b?utm_referrer=explore
Kedai Jus Djadoel,PEGAWAI TOKO,"Denpasar Utara, Denpasar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/pegawai-toko/798db455-453e-46bf-bfc4-51943a0577c2?utm_referrer=explore
Kedai Jus Djadoel,SOCIAL MEDIA & DESIGN (MAGANG),"Denpasar Utara, Denpasar, Bali, Indonesia",,"Social Media Analytics, Aktif Sosmed, Social Media Strategy",,https://glints.com/id/opportunities/jobs/social-media-and-design-magang/914c68dd-fe1f-4478-af4b-b1d549077b0d?utm_referrer=explore
PT Visionet Data Internasional,Teknisi ATM/EDC (Bengkulu),"Teluk Segara, Bengkulu, Bengkulu, Indonesia",,"Teknik Komputer Jaringan, Teknisi, Mesin EDC",,https://glints.com/id/opportunities/jobs/teknisi-atm-edc-bengkulu/0ebe8a96-7b09-400b-9f39-5be8b901fbde?utm_referrer=explore
PT. Hartadinata Abadi Tbk,Content Creator,"Margahayu, Bandung, Jawa Barat, Indonesia",,,"Bertanggung jawab dalam pembuatan konten yang relevan dengan emas batangan dan perhiasan di platform milik perusahaan, Memanage jadwal kalender konten dan mempublish konten yang engaging, Mengidentifikasikan kebutuhan costumer atau audience dan merekomendasikan topik yang sesuai, Membuat storyline dan moodboard untuk produksi konten oleh tim desain dan multimedia, Memfasilitasi komunikasi perusahaan terhadap audience di sosial media  (Merespon Komentar, Chat, dan Q&A), Melakukan reporting dan monitoring secara bulanan terhadap konten yang sudah dipost dan memberikan rekomendasi strategi untuk optimalisasi, Bersedia menjadi talent untuk konten yang sesuai",https://glints.com/id/opportunities/jobs/content-creator/226797d6-4b12-4e22-91c8-71ebdbd7bff8?utm_referrer=explore
PT Visionet Data Internasional,Teknisi ATM/EDC (Lampung),"Sragi, Lampung Selatan, Lampung, Indonesia",,,,https://glints.com/id/opportunities/jobs/teknisi-atm-edc-lampung/15aae2c8-906e-427e-aac0-2819fc369188?utm_referrer=explore
Emas Gemilang Nusantara,Desainer 3D,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,"Corel Draw, Matrix Gold, desain 3d dan 2d, Adobe Illustrator, Adobe Photoshop","Wajib menguasai Matrix Gold (3D Jewelry Design Software), Menguasai basic software desain 2D (corel, photoshop, lightroom), Male/Female, Usia maks 28, Minimal SMK/sederajat, Kreatif, jujur, detail, dapat menerima saran",https://glints.com/id/opportunities/jobs/desainer-3d/e0402fc2-f05b-4165-bed5-8aa641156916?utm_referrer=explore
Quest Hotel Kuta,Waiter (DW),"Kuta, Badung, Bali, Indonesia",,"Waiter, Daily Worker, Pelayan / Pramuniaga / Waiter / Server",,https://glints.com/id/opportunities/jobs/waiter-dw/78f6ace9-5019-46d6-be02-42f2211926fb?utm_referrer=explore
Shenelin,Admin Marketplace,"Tangerang, Tangerang, Banten, Indonesia",,"Customer Service, Marketing, Online Marketplace, Administration","Woman (Max 28 years old), Good MS Office skills, Good and active English language skills, both oral and written., Friendly, can promote products, provide good customer service, Detailed, organized, analytical, and able to think critically, Have high motivation, take initiative, and have high discipline, Understand e-commerce features, Willing to work night shift",https://glints.com/id/opportunities/jobs/admin-marketplace/d46315d5-884e-4cc4-b943-760e6b049a06?utm_referrer=explore
Quest Hotel Kuta,Accounting Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/accounting-trainee/b58ed429-6e75-4c84-871a-45a0a00457d0?utm_referrer=explore
Quest Hotel Kuta,Engineer Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/engineer-trainee/3fde02db-96c8-4b39-a559-724aef095fe9?utm_referrer=explore
Quest Hotel Kuta,Human Resources Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/human-resources-trainee/72811927-4735-4967-8a52-dc3daab1de9d?utm_referrer=explore
Wadja Group,Sales Executive Cabang Bali,"Klungkung, Klungkung, Bali, Indonesia",Rp2jt,"Memiliki Kemampuan Komunikasi Yang Baik, memiliki kendaraan bermotor, Menjalin relasi yang baik kepada customer dan melakukan handling","Mengatur dan melakukan kunjungan penjualan, Membuat proposal terperinci dan materi untuk presentasi kepada klien, Menawarkan kepada klien tentang layanan dan penawaran perusahaan, Menjaga hubungan dengan klien dengan memberikan dukungan dan informasi, Menyarankan peluang baru dan solusi, Bekerja sama dengan tim Pemasaran untuk menyusun paket layanan, Memberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klien, Membantu mencapai target penjualan, Mengelola catatan aktivitas penjualan dan menyusun laporan penjualan",https://glints.com/id/opportunities/jobs/sales-executive-cabang-bali/8a73439e-942e-4bc9-8c36-d637da2fddd2?utm_referrer=explore
Quest Hotel Kuta,Sales & Marketing Trainee,"Kuta, Badung, Bali, Indonesia",,"Sales Marketing Training, Sales Marketing, Trainee",,https://glints.com/id/opportunities/jobs/sales-and-marketing-trainee/63ac1613-906e-479b-9ec5-12c41cc4e442?utm_referrer=explore
Quest Hotel Kuta,FB Product Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/fb-product-trainee/a05d7329-8f29-4495-ba85-c4a6f945e8ce?utm_referrer=explore
Quest Hotel Kuta,FB Service Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/fb-service-trainee/9047e1e1-7fde-4dae-9e54-ac79858fde2d?utm_referrer=explore
Quest Hotel Kuta,Housekeeping Trainee,"Kuta, Badung, Bali, Indonesia",,"Housekeeping, Housekeeping Trainee, Trainee",,https://glints.com/id/opportunities/jobs/housekeeping-trainee/150b06e8-b0fb-49cd-85af-9c365b6a8d4d?utm_referrer=explore
Quest Hotel Kuta,Front Office Trainee,"Kuta, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/front-office-trainee/943cbdbd-1517-4829-bc42-bc322ca17df6?utm_referrer=explore
Geekgarden,DevOps Intern,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",,,"Final year bachelor’s degree in IT or Computer Science, Knowledge of DevOps culture, practices and principles, Familiar with Linux, Good understanding of Bash Script, Client Server, LAMP or Webserver (Apache/NGINX), and SQL Basic Query, Critical thinking, good at diagnosis, problem analyzing, resolving, and system planning, Willing to work onsite in Yogyakarta",https://glints.com/id/opportunities/jobs/devops-intern/031adc77-d7df-4494-ba01-23969c91aaab?utm_referrer=explore
PUCO ROOFTOP,Cook (Canggu),"Kuta, Badung, Bali, Indonesia",,"Good cooking skills, Attention To Detail, Good Teamwork",,https://glints.com/id/opportunities/jobs/cook-canggu/345829bf-b20d-452c-95e0-d5d1ed9b5208?utm_referrer=explore
BT Batik Trusmi,Marketing Perumahan KPR Kendal,"Pegandon, Kendal, Jawa Tengah, Indonesia",,,"Melakukan penawaran produk perumahan, Melakukan negosiasi dengan konsumen, Melakukan pengumpulan database konsumen dan melakukan seleksi konsumen, Menginput database konsumen ke sistem aplikasi, Melakukan pemberkasan data konsumen",https://glints.com/id/opportunities/jobs/marketing-perumahan-kpr-kendal/c1678c33-4dd4-4b7f-8aaa-5e55492b3c26?utm_referrer=explore
JK Company,Host live streaming,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",,"Pemasaran & Promosi, Berkomunikasi Dengan Baik, host live streaming",,https://glints.com/id/opportunities/jobs/host-live-streaming/090577e7-ac7b-40f5-8cd5-38605ec2ced4?utm_referrer=explore
Goldstep Indonesia,Flutter Developer,"Margaasih, Bandung, Jawa Barat, Indonesia",Rp6jt-Rp8jt,,"Build robust mobile apps using Flutter 2  by building new features, debugging and optimizing the application., Write clean code to develop functional features., Implement UX/UI designs, Implementation of security and data protection",https://glints.com/id/opportunities/jobs/flutter-developer/e0affe8e-c282-451e-8878-75dd6e50d210?utm_referrer=explore
JK Company,Host live streaming,"Gubeng, Surabaya, Jawa Timur, Indonesia",,"Pemasaran & Promosi, Berkomunikasi Dengan Baik, host live streaming",,https://glints.com/id/opportunities/jobs/host-live-streaming/5ddd69fb-2154-49ac-9840-888a2e1339d8?utm_referrer=explore
