id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl155,Customer Relation,FIRSTALINDO - BALI,Sales Asuransi,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp3jt-Rp3jt,Kurang dari setahun,"Customer Relations, Sales Asuransi, Sistem Perbankan, Properti / Manajer Sales & Marketing",Diploma (D1 - D4),"Lulusan D3/S1 segala jurusan, Pria/Wanita maksimal 40 tahun, memiliki skill komunikasi dan negosiasi yang baik, Mampu bekerja dalam tim dan berorientasi pada target, memiliki pengalaman minimal 6 bulan di bidang properti/perbankan/asuransi, Penempatan di Denpasar Selatan, Diutamakan yang tinggal di Bali",https://glints.com/id/opportunities/jobs/customer-relation/b8824372-a2b2-4b0e-b17e-df682411258f?utm_referrer=explore
gl156,Customer Relation,FIRSTALINDO - BALI,Sales Asuransi,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Customer Relations, Sales Asuransi, Sistem Perbankan, Properti / Manajer Sales & Marketing",Diploma (D1 - D4),"Lulusan D3/S1 segala jurusan, Pria/Wanita maksimal 40 tahun, memiliki skill komunikasi dan negosiasi yang baik, Mampu bekerja dalam tim dan berorientasi pada target, memiliki pengalaman minimal 6 bulan di bidang properti/perbankan/asuransi, Penempatan di Denpasar Selatan, Diutamakan yang tinggal di Bali",https://glints.com/id/opportunities/jobs/customer-relation/4870c18e-93a7-49d1-9f47-5a89bfcfc3ae?utm_referrer=explore
gl157,Admin Gudang,Wheels Coffee,Warehouse Management,"Sukajadi, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Warehouse Management, Communication, Administration",SMA/SMK,"Mencatat barang yang masuk dan keluar dari gudang, termasuk jumlah stok barang, keluar masuknya distribusi barang, pemesanan barang, hingga klaim pembayaran atas pembelian. Tujuan semua proses ini adalah untuk memudahkan pihak manajemen dalam menganalisis penjualan., Mengklasifikasikan barang yang masuk dengan sesuai, misalnya berdasarkan jenis, ukuran, warna, atau merek. Hal ini bertujuan untuk memverifikasi data yang tersedia dengan jumlah stok barang yang keluar masuk gudang., Memeriksa dan melaporkan stok barang di gudang, termasuk mengecek stok barang yang masuk, aktivitas pembongkaran, penyimpanan dan juga distribusi barang. Admin harus terus memastikan persediaan barang sesuai dengan kegiatan transaksi., Memperbarui barang yang memasuki expired period atau masa kedaluwarsa. Admin harus mampu mengatur barang yang didistribusikan terlebih dahulu, yakni barang yang memiliki masa kedaluwarsa lebih cepat. Hal ini bertujuan untuk menghindari kerugian akibat barang sisa atau tidak bisa didistribusikan., Melakukan koordinasi dengan pihak terkait, seperti supervisor gudang, tim logistik, tim produksi, tim penjualan, atau pemasok. Admin harus mampu berkomunikasi dengan baik dan menjaga hubungan kerjasama yang harmonis., Menyusun laporan berkala tentang kegiatan pergudangan, seperti laporan stok barang, laporan distribusi barang, laporan pemesanan barang, atau laporan kerusakan barang. Laporan ini berguna untuk evaluasi dan perbaikan kinerja.",https://glints.com/id/opportunities/jobs/admin-gudang/43472e16-5e39-4a19-896a-ec29fbdf65cd?utm_referrer=explore
gl159,Kitchen Cook,Wheels Coffee,Cooking,"Sukajadi, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Setting up workstations with all needed ingredients and cooking equipment, Preparing ingredients to use in cooking (chopping and peeling vegetables, cutting meat etc.), Cooking food in various utensils or grillers",https://glints.com/id/opportunities/jobs/kitchen-cook/1b0cd406-a650-4f55-a405-46e22bcb7628?utm_referrer=explore
gl160,Chef De Partie,Wheels Coffee,Cooking,"Sukajadi, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Communication, Attention To Detail, Cooking",SMA/SMK,"Setting up the kitchen prior to a restaurant’s opening, Preparing a particular kitchen station by bringing all food containers to that point in the line, Cooking a specific portion of each plated meal, Assisting with marinating, cutting and precooking foods, Cleaning the kitchen before the restaurant closes, Cleaning and sanitising their area with warm water and soap, Wrapping unused items and storing them in proper areas at the end of a shift, Plating food creatively and maximising customer enjoyment",https://glints.com/id/opportunities/jobs/chef-de-partie/7c91cb93-e6bf-41e2-bf3b-f2e650c41fbe?utm_referrer=explore
gl161,Graphic Design Intern,Homprep,Graphic Designer,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Collaborate with Digital Marketing team to create designs and visual assets for all digital channels; social media content, visual graphics through brand style guides and optimised graphics for each format., Comes up with Motion Graphics and determines technical requirements. Able to conceptualise, visualise and execute design projects diligently and in a timely manner., Participate in creative ideation and content production processes, Producing fresh, dynamic videos and graphic design materials",https://glints.com/id/opportunities/jobs/graphic-design-intern/8b39849d-fe2d-4ee7-a25e-cdc9890222d3?utm_referrer=explore
gl162,Office Boy,Berkat Tunggal Kharisma,Menjaga Kebersihan Kantor,"Cisauk, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Pria, Usia maksimal 25 tahun, Lulusan minimal SMA/SMK sederajat, Berpengalaman sebagai office Boy (dissukai), Non Pengalaman / Baru lulus di perbolehkan, Rajin, Cekatan, Rapi, Jujur, Bersih dan bekerja keras, Sehat jasmani dan rohani, Dapat bekerja di bawah tekanan, Tidak bertindik dan bertato, Memiliki pengetahuan dasar tentang basic hygiene lingkungan kantor.",https://glints.com/id/opportunities/jobs/office-boy/cbefc1f3-956d-43bc-90f8-bb9489c47705?utm_referrer=explore
gl163,Produksi Daging (Butcher),Berkat Tunggal Kharisma,KEGIATAN OPERASIONAL KANTOR,"Cisauk, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melaksanakan kegiatan operasional di Bagian Daging mulai dari penerimaan, penanganan, pengolahan dan display barang, termasuk pemeliharaan peralatan operasional yang digunakan sesuai dengan standar Perusahaan.",https://glints.com/id/opportunities/jobs/produksi-daging-butcher/f535925d-f622-480e-a293-2ba0b5d88e15?utm_referrer=explore
gl164,Freelance Partnership,PT Sangga Bisnis Anda,"Memiliki kepribadian yang baik, ","Genteng, Surabaya, Jawa Timur, Indonesia",Harian,Tidak ditampilkan,Rp1jt-Rp3jt,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Mempromosikan layanan perusahaan kepada pelanggan potensial., Mengikuti events, Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim parnership., Jam kerja fleksibel, Fee+Based-on Performance Bonus",https://glints.com/id/opportunities/jobs/freelance-partnership/bff93fbb-b21b-48d6-be78-0d9cf250aaf1?utm_referrer=explore
gl165,Sales Executive - Banjarmasin,PT Mitra Kerja Utama,Good Communication Skills,"Banjarmasin Selatan, Banjarmasin, Kalimantan Selatan, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"B2C Sales, Business-to-Business (B2B), Sales, Good Communication Skills",Sarjana (S1),"Laki-laki, usia maksimal 30 tahun, Pendidikan min D3 Jurusan Manajemen, Ekonomi, Komunikasi, Sistem Informasi, Teknik Informatika, Hubungan International, dengan IPK Minimal 3.0, Lebih disukai berpengalaman sebagai Sales/Marketing (fresh graduate dipersilakan melamar), Mampu berkomunikasi dengan baik, Bersedia bekerja Mobile & Back Office, Bersedia masuk 6 hari, Penempatan Banjarmasin",https://glints.com/id/opportunities/jobs/sales-executive-banjarmasin/d8c54b75-70d3-4b75-8b37-49b2362fd90b?utm_referrer=explore
gl166,Crew Booth,Gute Pleasure,"Rajin, Rapi, Bertanggung jawab, ","Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Kebersihan dan Kerapihan Toko, Rajin, Rapi, Bertanggung jawab,, Crew Store",SMA/SMK,"Wanita, Pendidikan iminimal SMA/SMK, Sehat jasmani dan rohani, Sopan, jujur, rapi, cekatan, disiplin, bertanggungjawab, Mau belajar dan bekerja sama, Memiliki pengaaman dibidang Fnb/restaurant/cafe lebih diutamakan, Bersedia bekerja Long Shift",https://glints.com/id/opportunities/jobs/crew-booth/b35ef58c-04f4-40bc-8a5e-6518e787dd65?utm_referrer=explore
gl168,Barista Roaster,Rumah Seduh Coffee and Kitchen,Roasting,"Bogor Tengah, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Fast Learner, Roasting, Barista skill, Coffee Roaster, Time Management",SMA/SMK,"Pria, Berpengalaman atau non pengalaman dibidang Roastery., Mengerti beragam roast profil., Memahami dasar teori terkait dengan roasting kopi., Mampu melakukan cupping terhadap roasted beans., Memiliki pengetahuan dasar di bidang Barista., Memahami aplikasi Artisan Roaster Scope., Memahami proses produksi kopi.",https://glints.com/id/opportunities/jobs/barista-roaster/bc770a17-6a9d-4e25-aa18-a6f419310ee1?utm_referrer=explore
gl169,Interior Designer - Internship,PT. VISION SPACE INDONESIA,Adobe Illustrator,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp1jt-Rp2jt,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Membuat Rencana Anggaran Biaya (RAB) & Bill of Quantity (BQ), Mampu membuat gambar kerja, Menguasai spesifikasi material, Memeriksa kelengkapan dan sistem gambar sesuai dengan standar yang telah ditentukan",https://glints.com/id/opportunities/jobs/interior-designer-internship/4dfe63ac-8017-46ec-aa89-2d618079c6e5?utm_referrer=explore
gl172,Kasir,Wheels Coffee,Cashier,"Sukajadi, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Cashier, Good Communication Skills, Administration",SMA/SMK,"Menerima pembayaran dari pelanggan dengan akurat dan efisien., Menghitung kembali uang tunai untuk memastikan kesesuaiannya dengan total transaksi., Menyediakan informasi produk, harga, dan promosi kepada pelanggan., Menangani pertanyaan dan keluhan pelanggan dengan sopan dan profesional., Mengelola transaksi non-tunai seperti pembayaran dengan kartu kredit atau sistem pembayaran elektronik., Menghasilkan laporan keuangan harian dan melakukan rekonsiliasi kas",https://glints.com/id/opportunities/jobs/kasir/97631ac3-b483-4b61-aac8-05784281f570?utm_referrer=explore
gl173,HOST LIVE STREAMING (Fulltime),PT Nushel Jaya Mandiri (Umama Gallery),Creative Concept,"Cimahi Selatan, Cimahi, Jawa Barat, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Creative Concept, Good Communication, Good Communication Skills",SMA/SMK,"Pendidikan minimal SMA/SMK sederajat, Aktif, koopertif, dan mahir dalam public speaking (Khususnya di depan kamera), Berpenampilan menarik, Memiliki pengalaman Host Live Streaming (disertai portofolio), Mengikuti trend yang sedang berkembang di platform sosial media, Bersedia bekerja di tinggal merah, Bersedia ditempatkan di Cimahi, Dapat bergabung secepatnya",https://glints.com/id/opportunities/jobs/host-live-streaming-fulltime/56e39853-d285-44a2-a213-97afb7e19e0e?utm_referrer=explore
gl176,Application Consultant Intern,RUN System (PT Global Sukses Solusi),Management,"Kemantren Jetis, Yogyakarta, DI Yogyakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Position : Application Consultant Intern, Duration: December 1, 2023 - January 20, 2024, Location : Yogyakarta, Department : Operations

Qualifications:, Passion for ERP systems and their impact on business processes, Interest in information technology and business, Strong interpersonal and organizational skills, Initiative-taking and collaboration skills, Analytical prowess to crack strategic business challenges, Academic excellence in accounting, business, information systems, management, or industrial engineering, Openness to client interaction and solution delivery, The internship candidates should have graduated bachelor's degree or equivalent in a relevant field., Ready to embark on a journey of growth? Share your resume and a brief cover letter highlighting your passion for ERP and how you resonate with the qualifications mentioned above. Let's shape the future together!",https://glints.com/id/opportunities/jobs/application-consultant-intern/3b03eb18-6cfd-4b2e-b755-a05b1f1539e4?utm_referrer=explore
gl183,Mitra Desk Collection Semarang,PT. Ewaysindo Makmur (Wgroup ID),Manajemen Waktu,"Pedurungan, Semarang, Jawa Tengah, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menginformasikan, mengingatkan serta melakukan penagihan kepada nasabah yang sudah jatuh tempo melalui media telepon dan juga whatsapp, Melakukan negosiasi dan memberikan solusi kepada nasabah agar segera melakukan pembayaran, Membuat laporan berkala kepada Team Leader",https://glints.com/id/opportunities/jobs/mitra-desk-collection-semarang/b5c85b2a-3ff5-4f7a-93a2-87e94303f90b?utm_referrer=explore
gl184,Service,Este Cafe & Resto,Client Services,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Max.24 years old, Good Attitude and presentable, Creative and Passionate, Have a good verbal communication in Bahasa and English",https://glints.com/id/opportunities/jobs/service/cc8d23a5-e702-44b8-850c-ae3fa115091c?utm_referrer=explore
gl185,Pengajar/ Tentor Bahasa Inggris Program SAT/IUP/KKI,Sang Juara School (PT Juara Edukasi Muda),Good Teaching Skill,"Mulyorejo, Surabaya, Jawa Timur, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"TOEFL, English Teaching, IELTS, Good Teaching Skill",Diploma (D1 - D4),"Pendidikan minimal mahasiswa tingkat akhir Sastra Inggris atau Pendidikan Bahasa Inggris, Memiliki sertifikat TOEFL/ IELTS lebih disukai, Memiliki pengalaman mengajar yang relevan, Memahami skema pembelajaran ujian masuk kampus, khususnya pada program internasional seperti IUP/ KKI/ SAT lebih disukai, Berdedikasi sebagai pengajar, Diutamakan domisili Surabaya",https://glints.com/id/opportunities/jobs/pengajar-tentor-bahasa-inggris-program-sat-iup-kki/9c46e44d-239d-47c2-aa9b-a7237f2d7150?utm_referrer=explore
gl189,Business Development Internship,PT. KREASI PEMUDA BANGSA (AKSEL),Sales Marketing,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia",Magang,Tidak ditampilkan,"Rp1jt-Rp1,1jt",Kurang dari setahun,"Marketing Communications, Marketing, Sales Event, Sales, Sales Marketing, Content Strategy",Diploma (D1 - D4),"Memiliki keterampilan komunikasi & negosiasi yang baik, Mampu menjalin hubungan & maintenance klien, Memahami product knowledge perusahaan, Mampu mengorganisir event online / offline",https://glints.com/id/opportunities/jobs/business-development-internship/b894d046-8df6-43a3-ac4d-0a3dad78e0be?utm_referrer=explore
gl190,Account Executive Development Program,PT. Ebdesk Teknologi,Sales Marketing,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp5jt,Kurang dari setahun,"Marketing Communications, Negotiation Skill, Sales Marketing",Diploma (D1 - D4),"Bachelor's degree in a related field (Business, Communication, Computer Science, Engineering, etc.) is preferred., Strong interest in Big Data and Artificial Intelligence technologies., Excellent interpersonal and communication skills., Ability to work collaboratively in a team environment., Eagerness to learn and adapt to new challenges., Strong analytical and problem-solving skills., Self-motivated and results-oriented.",https://glints.com/id/opportunities/jobs/account-executive-development-program/024703b6-b1c2-467a-aeba-bb31be561c19?utm_referrer=explore
gl193,Account Executive Government Balikpapan,PT. Ebdesk Teknologi,Sales Marketing,"Balikpapan Kota, Balikpapan, Kalimantan Timur, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp5jt,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Bachelor's degree in Business, IT, or related field., Proven experience in IT sales, or media industry especially with government clients., Strong understanding of government procurement processes., Excellent communication and negotiation skills.",https://glints.com/id/opportunities/jobs/account-executive-government-balikpapan/e4dcfeed-2a6d-4067-91a6-c831975454ed?utm_referrer=explore
gl194,Account Executive Government Semarang,PT. Ebdesk Teknologi,Sales Marketing,"Tembalang, Semarang, Jawa Tengah, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp5jt,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Bachelor's degree in Business, IT, or related field., Proven experience in IT sales, or media industry especially with government clients., Strong understanding of government procurement processes., Excellent communication and negotiation skills.",https://glints.com/id/opportunities/jobs/account-executive-government-semarang/27e1d22e-d63e-464e-b564-71d5ff8b505a?utm_referrer=explore
gl195,Business Development Junior Specialist,CV SENG LIE,Good Communication Skills,"Andir, Bandung, Jawa Barat, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Perempuan (20-35 tahun), Melakukan pelaporan data terkait hasil riset dan observasi pasar untuk ditujukan kepada departemen marketing, sales dan R&D, Mengolah dan menganalisa data laporan penjualan, hasil survei melalui kuesioner, rekap komplain pelanggan dan data evaluasi program tim marketing untuk digunakan sebagai referensi rencana kerja selanjutnya, Secara proaktif menjalankan proyek kerja yang telah diberikan oleh Business Development & Marketing Supervisor serta melakukan pelaporan data hasil kerja secara aktual",https://glints.com/id/opportunities/jobs/business-development-junior-specialist/7e6e44b2-2101-4453-8c07-1ae2b6f6a65f?utm_referrer=explore
gl196,Account Executive Government Riau,PT. Ebdesk Teknologi,Sales Marketing,"Pekanbaru Kota, Pekanbaru, Riau, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp5jt,Kurang dari setahun,"Marketing Communications, Government Relations, Sales, Sales Marketing",Diploma (D1 - D4),"Bachelor's degree in Business, IT, or related field., Proven experience in IT sales, or media industry especially with government clients., Strong understanding of government procurement processes., Excellent communication and negotiation skills.",https://glints.com/id/opportunities/jobs/account-executive-government-riau/01843919-7414-4b9e-9975-c4d1f3769b8e?utm_referrer=explore
gl197,SecurityWanita,PT. Metro Multi Powerindo,Jasa Pelayanan,"Klojen, Malang, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp2jt,Kurang dari setahun,"Jasa Pelayanan, Cepat Tanggap, Keamanan",SMA/SMK,"Melakukan patroli rutin di area perusahaan untuk menjaga keamanan., Mengontrol akses masuk dan keluar karyawan, pengunjung, dan kendaraan., Menangani situasi keamanan seperti pencurian, tindakan vandalisme, atau insiden keamanan lainnya., Menanggapi panggilan keamanan dan melaporkan insiden yang terjadi kepada manajemen., Sertifikat pelatihan keamanan (yang valid).",https://glints.com/id/opportunities/jobs/securitywanita/6dce733a-7706-4204-88f9-461468328450?utm_referrer=explore
gl198,Social Media - Intern,Aerotrans services indonesia - Garuda Indonesia Group,Adobe Photoshop,"Benda, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Adobe Ilustration, Social Media, Adobe Photoshop",Diploma (D1 - D4),"membantu desain produk, Flayer dll • Management Social Media, Membantu membuat desain edukasi",https://glints.com/id/opportunities/jobs/social-media-intern/ae0aaaae-f145-4f55-b6a5-259c6bcc3fad?utm_referrer=explore
gl204,Purchasing (Electronics Component),PT. Wahana Adireksa Pratama,Purchasing,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp6jt,Kurang dari setahun,"Procurement, Purchasing, Purchasing Negotiation",Sarjana (S1),"Pendidikan min  S1 Instrumentasi/ Elektro, Pengalaman min 1 tahun, Rapih, Teliti, Minimal Inggris Pasif",https://glints.com/id/opportunities/jobs/purchasing-electronics-component/332cb7ab-471e-4762-a89f-ed1f68d7152c?utm_referrer=explore
gl205,Magang PM Growth - Product Management Growth Intern,YoRipe,Digital Marketing,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Marketing Communications, Digital Marketing, Growth Strategies, Analytical Skills, Public Relations",SMA/SMK,"Good Communication Skill both in English & Bahasa, Love to talk with community leader or community member, Knowledge in Pirate Metrics or another growth metrics, Experience in planning goto market or growth plan timeline with multiple stakeholders., Basic understanding of data analytics, Basic understanding of design thinking & user centric development, Bonus if you've experience in growing digital product before.",https://glints.com/id/opportunities/jobs/magang-pm-growth-product-management-growth-intern/d030f68f-7ef2-4092-9b4c-6117405dcc58?utm_referrer=explore
gl206,Waiter,Tipsy Tiger Bali,Waiters,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Berpengelaman di bidangnya, bertanggungjawab, jujur dan dapat bekerja individual dan team",https://glints.com/id/opportunities/jobs/waiter/7b3965c0-37e5-4ecb-a8df-ab4614348091?utm_referrer=explore
gl207,Magang PM ops - Product Management Ops Intern,YoRipe,Data Analysis,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp1,5jt-Rp2jt",Kurang dari setahun,"Product Management, Analytical Skills, Project Management, Business Analyst, Data Analysis, Agile Project Management",Sarjana (S1),"We Inspire through carefully curated content, We Connect consumers, content creators, brands and retailers, We Care for our users wellbeing through food and we help then show care to their loved ones",https://glints.com/id/opportunities/jobs/magang-pm-ops-product-management-ops-intern/0c1fa53e-dd72-40e8-beed-0e020ec7e325?utm_referrer=explore
gl208,Host Live Streaming,Sprei Bedtime Story,host live streaming,"Kelapa Dua, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Komunikatif, Berpenampilan Menarik, host live streaming",SMA/SMK,"Wanita, Usia maksimal 28 tahun, Pendidikan minimal SMA/SMK, Percaya diri, menarik, humoris, seru, ceria, dan pintar",https://glints.com/id/opportunities/jobs/host-live-streaming/d23243fc-34fa-45d3-87bc-90c1efc3c385?utm_referrer=explore
gl211,Sales Specialist,PT Has Putra Indonesia,Biology Laboratory,"Senen, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Pendidikan Biologi, Sales, Biology Laboratory",Sarjana (S1),"Pendidikan minimum D3/S1 Jurusan Biologi atau pendidikan serupa yang berkaitan dengan Genomic, Biologi Molekuler, atau Patologi Anatomi, Memiliki pengalaman minimal 1 tahun, fresh graduate dipersilahkan melamar., Mampu bekerja dalam tim, memiliki derajat motivasi yang tinggi dan mampu belajar dengan cepat., Menguasai bahasa Inggris baik lisan maupun tertulis akan menjadi nilai lebih., Komunikatif, mahir melakukan negosiasi dan presentasi., Bersedia melakukan perjalanan dinas di luar kota.",https://glints.com/id/opportunities/jobs/sales-specialist/829ea049-f302-4e90-a81c-010939d74152?utm_referrer=explore
gl212,Sales Specialist,PT. Pandu Biosains,Excel And Powerpoint,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Persuasion Skill, Negosiasi Dan Presentasi, Good Interpersonal Skills, Memiliki Kemampuan Komunikasi Yang Baik, Excel And Powerpoint",Sarjana (S1),"Bachelor degree in biology, and any major related to genomics or molecular science related, One year of experience in Sales or Molecular Biology work, but fresh graduates are welcome, Fluent in English, oral, and written is a must, Positive attitude, able to work in team and self-motivated, fast learner and risk taker, Willing to travel in Indonesia and overseas, Willing to work with minimum 3 years contract",https://glints.com/id/opportunities/jobs/sales-specialist/fabefbed-5f6e-4335-bb6c-b02b34255196?utm_referrer=explore
gl213,SALES OLI Motor dan Mobil,Ardendi Jaya Sentosa,SALES OTOMOTIF,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"SALES OTOMOTIF, Berkomunikasi Dengan Baik, Sales",SMA/SMK,"Pendidikan SMA/SMK/D3/S1 (semua jurusan), Memiliki pengalaman sebagai Sales / Sales Staff minimal 1 tahun (fresh graduate dipersilakan melamar), Memiliki kemampuan komunikasi yang baik, Menyukai tantangan, berorientasi pada pencapaian target dapat bekerja dibawah tekanan, Memiliki SIM C aktif, Penempatan di seluruh Indonesia (sesuai domisili)",https://glints.com/id/opportunities/jobs/sales-oli-motor-dan-mobil/f396fc61-1477-42bc-9149-61c6274e2134?utm_referrer=explore
gl215,Sales Advisor,zonakacamata.com,Sales Marketing,"Genteng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Pendidikan minimal SMA/SMK, Usia 18 - 26 tahun, Memiliki semangat yang tinggi untuk bekerja dan belajar di perusahaan yang serba cepat dan berkembang pesat, Memiliki pengalaman menghadapi pelanggan pada lingkungan perusahaan yang mengutamakan excellent service, Problem solver yang proaktif, mudah beradaptasi dan cepat tanggap dalam situasi yang tidak terduga, Positive team player yang memimpin dengan memberi contoh, Mampu berkomunikasi secara efektif dengan berbagai orang, Mempunyai skill management yang baik, penuh perhatian, dan berorientasi pada detail, Open minded, target oriented, detail oriented, energik, memiliki good attitude, dan tidak mudah mengeluh apalagi menyerah, Tertarik pada dunia fashion dan teknologi, Bersedia ditempatkan di seluruh cabang Zonakacamata",https://glints.com/id/opportunities/jobs/sales-advisor/1d92940a-65c3-4de2-9fdd-2c675edd9df4?utm_referrer=explore
gl218,Server Daily Worker,Akari Ramen,DAILY WORKER,"Denpasar Selatan, Denpasar, Bali, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Muda dan energik, Berpenampilan menarik, Mampu berkomunikasi dengan baik, Diutamakan bagi yang sudah memiliki pengalaman kerja di restoran Jepang",https://glints.com/id/opportunities/jobs/server-daily-worker/bb572834-3a57-4552-881a-4a4d4e9739bd?utm_referrer=explore
gl220,Server,Akari Ramen,Servers,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Muda dan energik, Berpenampilan menarik, Mampu berkomunikasi dengan baik, Diutamakan bagi yang sudah memiliki pengalaman kerja di restoran Jepang",https://glints.com/id/opportunities/jobs/server/6c8b68cf-76cc-4d05-8741-8a3fc37294af?utm_referrer=explore
gl223,IT Bootcamp Cabang Malang,Pt Enigma Camp,ReactJS,"Lowokwaru, Malang, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"JavaScript, ReactJS, React Native, My sql, Java, PHP, Golang",SMA/SMK,"Usia maksimal 30 tahun., Memiliki minat atau pengetahuan dasar programming., Lulusan SMA/SMK sederajat.",https://glints.com/id/opportunities/jobs/it-bootcamp-cabang-malang/a33fd193-dbf3-493d-9b99-4703d09c3de7?utm_referrer=explore
gl232,Content Creator,Nurul Hayat,Kreatif Dan Inovatif,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Muslimah, Usia maksimal 30 tahun, Pendidikan minimal D3 (semua jurusan), Memahami platform sosial media & optimasinya, Mampu membuat dan mengeksekusi ide konten, Up date dengan trend kekinian, Mampu bekerja individu maupun dalam team, Lokasi kerja : Surabaya",https://glints.com/id/opportunities/jobs/content-creator/da129315-462c-482b-b450-a9e4e170bbd5?utm_referrer=explore
