id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl378,Client Relation Officer,Batik Wolter,Persuasion Skill,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"1 dari 3 brands top of mind utk produk batik tulis premium di Indonesia., Online channel via IG: @batikwolter, boleh virtual visit dlu utk feel the vibes., Ada private gallery juga di Jakbar utk layanin high-profile clients yg prefer offline visit., Clients: pengusaha, penjabat, direksi/managerial level, lawyers, public figures, etc., Harga batiknya start dari 2jt an up to belasan juta, kami juga menyediakan bespoke tailoring service., Walaupun bermain di level premium, kami berbeda dengan butik konvensional pada umumnya yg bawaanya cenderung kaku dan formal., Disini kami ingin menciptakan vibes yg lebih santai, seru, playful, tapi at the same time tetep profesional and legit., Please do check our IG story, highlights, reels, feed caption, as well as our tiktok juga spy ada gambaran vibes and our company culture.",https://glints.com/id/opportunities/jobs/client-relation-officer/74263265-23d3-4a37-81fa-8a030a7a549e?utm_referrer=explore
gl380,CUSTOMER SERVICE OFFLINE (YOGYAKARTA),Spilla Jewelry,Hospitality and Service,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Customer Service, Upselling, Hospitality and Service",Sarjana (S1),"Gaji Pokok, Tunjangan-tunjangan, Bonus kinerja, Program Pengembangan, BPJS & BPJSTK",https://glints.com/id/opportunities/jobs/customer-service-offline-yogyakarta/2c60ab8f-31a9-4b03-be6c-9d834b31e130?utm_referrer=explore
gl382,Baby Sitter,Orion Integritas Utama,Maid,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Babysitter, Saya orang yang friendly, Maid, Baby Sitter, Housemaid",SMP,"Siap menginap, Siap dilatih dan dididik ( Gratis ), Pengalaman dan non pengalaman, Punya EKTP dan KK, Wanita usia 18 th - 40 th, Sehat Jasmani dan Rohani, Bisa berkomunikasi dengan baik., Rajin, jujur, amanah, sopan, baik",https://glints.com/id/opportunities/jobs/baby-sitter/deca1a05-6cd5-48c0-a1fe-9d24f9a4b18e?utm_referrer=explore
gl383,Pembantu Rumah Tangga,Orion Integritas Utama,Maid,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Maid, Housekeeping, ramah dan sopan",SMP,"Siap menginap, Siap dilatih dan dididik ( Gratis ), Pengalaman dan non pengalaman, Punya EKTPdan KK, Wanita usia 18 th - 40 th, Sehat Jasmani dan Rohani, Bisa berkomunikasi dengan baik., Rajin, Jujur, Amanah, Sopan, Baik",https://glints.com/id/opportunities/jobs/pembantu-rumah-tangga/776b1218-a67d-490d-b714-cd5c51c5520c?utm_referrer=explore
gl385,Desainer Grafis & Brand,UC Silver & Gold,Profesional,"Sukawati, Gianyar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,5jt-Rp3jt",Kurang dari setahun,"Jujur, teliti, dan rajin, Profesional, Good Teamwork",SMA/SMK,"Membuat dan merancang materi branding atau iklan, Membuat materi iklan cetak dan digital, Mengembangkan Visual Utama dan Materi Pendukung untuk Kampanye Pemasaran, Mendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display Penjualan, Mengelola Desain dari Konsep hingga Produksi, Berinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktu, Mendokumentasikan dengan baik semua file desain",https://glints.com/id/opportunities/jobs/desainer-grafis-and-brand/94e01b52-9d39-456b-abe0-28becabab06c?utm_referrer=explore
gl387,Assistant Sales,PunyaLink,Social Media Marketing,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Marketing, Ambitious Mindset, Social Media Marketing, Social Media, Business Development, Sales",Diploma (D1 - D4),"Pengalaman magang minimal 3 bulan sebagai Content-Social Media Spesialist/Business Development, Active in IG & Tiktok. (Linkedin is plus), Usia 20-30 tahun, Ambitious and target oriented, Menyukai kegiatan Sales/Marketing/Bisnis,, Hybrid work in West Jakarta, Gender - Female!",https://glints.com/id/opportunities/jobs/assistant-sales/f1071267-0f53-474c-87a6-4728c2772f8c?utm_referrer=explore
gl389,Bidan Studio Sidoarjo,PT Bayi Bunda Hebat,Melayani Pelanggan,"Waru, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Cepat Belajar Dan Mampu Menyesuaikan Diri Dengan Baik, Memiliki Kemampuan Komunikasi Yang Baik, Dapat Bekerja Individu Maupun Tim, Melayani Pelanggan",Diploma (D1 - D4),"Bekerja secara mobile, Pendidikan wajib minimal D3 jurusan Kebidanan, Wanita, usia 21-33 tahun, Mampu berkomunikasi dengan baik, Memiliki sertifikat babyspa (menjadi nilai tambah), Bisa mengendarai sepeda motor, Fresh graduate atau berpengalaman, Memiliki integritas tinggi dan sikap kerja yang positif",https://glints.com/id/opportunities/jobs/bidan-studio-sidoarjo/5d182dae-3f9e-4272-a35c-713d15e074ba?utm_referrer=explore
gl391,Sales and Marketing Intern,PT Sree International Indonesia,Sales,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Create domestic marketing analysis, map potential clients and customers, Identify business opportunities in the assigned market, Develop business development plan and strategy, Execute Sales and Marketing Plan as on-the-job training, Create articles for social media, Maintain a report daily and presentation twice a month",https://glints.com/id/opportunities/jobs/sales-and-marketing-intern/16ce3f97-177b-4a57-bc7a-2adcd0422722?utm_referrer=explore
gl392,Live streamer & Content creator,LAF Project,Content Creation,"Bojongloa Kidul, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,5jt-Rp4,5jt",Kurang dari setahun,"Komunikatif, Content Creation, Content Strategy",SMA/SMK,"Menghadirkan siaran langsung yang menarik dan menghibur kepada audiens., Berinteraksi secara aktif dengan audiens melalui chat dan komentar., Membuat content video untuk kebutuhan promosi di media sosial, Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik., Memahami tren dan topik yang sedang populer untuk menarik minat audiens., Memastikan kelancaran teknis selama siaran langsung., Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.",https://glints.com/id/opportunities/jobs/live-streamer-and-content-creator/0d3c50ef-6a7e-4173-9097-d5ca6188932c?utm_referrer=explore
gl393,Product Specialist,Sciencewerke,Product Specialist,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Product Specialist, Product Specialists, Biotechnology",Sarjana (S1),"Mengembangkan dan mengeksekusi rencana penjualan pada wilayah yang ditugaskan., Mencapai target penjualan dan profitabilitas untuk wilayah tersebut., Mencari pasar baru dan mengelola account yang ada melalui telepon, email dan kunjungan langsung., Melakukan diskusi teknis dengan klien., Mengikuti perkembangan baru dan tren pasar produk berbasis genomics/proteomics/cell biology untuk memahami kebutuhan pasar.",https://glints.com/id/opportunities/jobs/product-specialist/d3327bfc-fca8-4cff-8c68-b89f8ea18229?utm_referrer=explore
gl394,Waitress,Serlok Kopi,Melayani Pelanggan,"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menyapa dan melayani pelanggan di kafe atau restoran, Mengkonfirmasi item makanan sesuai dengan pesanan pelanggan, Mengantar pesanan makanan ke meja pelanggan, Mematuhi kebijakan, keamanan, dan kepuasan pelanggan, Memberikan tagihan dan memproses pembayaran",https://glints.com/id/opportunities/jobs/waitress/83ecb7ab-9e95-4895-a67c-3ff84ac25b0c?utm_referrer=explore
gl395,Content Creator,Bimbel Youth Educational Centre,Content Marketing,"Kemantren Wirobrajan, Yogyakarta, DI Yogyakarta, Indonesia",Magang,Tidak ditampilkan,Rp300rb-Rp1jt,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Terbuka untuk semua jurusan (minimal semester 5), Wanita/Pria, maks 27 th, Mempunyai pengalaman mengelola media sosial terutama Instagram dan Tiktok, Mempunyai kendaraan dan laptop pribadi (WFO), Bersedia mengikuti sistem dan jam kerja di Bimbel YEC",https://glints.com/id/opportunities/jobs/content-creator/ed7b7d51-226c-4afc-bbb3-d844f1a0fa1e?utm_referrer=explore
gl397,Waiter,Serlok Kopi,Melayani Pelanggan,"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Berkomunikasi Dengan Baik, Melayani Pelanggan, Waiter",SMA/SMK,"Menyapa dan melayani pelanggan di kafe atau restoran, Mengkonfirmasi item makanan sesuai dengan pesanan pelanggan, Mengantar pesanan makanan ke meja pelanggan, Mematuhi kebijakan, keamanan, dan kepuasan pelanggan, Memberikan tagihan dan memproses pembayaran",https://glints.com/id/opportunities/jobs/waiter/d662500e-7dee-41dd-bba1-92b348e4c80c?utm_referrer=explore
gl405,Marketing Representative,PT Bumi Indahutama Global,Sales Marekting,"Semarang Tengah, Semarang, Jawa Tengah, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,Menjual/Menawarkan Produk Kredit Pensiun,https://glints.com/id/opportunities/jobs/marketing-representative/9f52cff5-1e16-4053-b489-1af6fa16b090?utm_referrer=explore
gl406,Pekerja Proyek,PT. PRIMA MAKMUR BERSAMA,Jenis Kelamin Laki-Laki,"Wiyung, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Jenis Kelamin Laki-Laki, Teamwork, Berkomunikasi Dengan Baik, Manajemen proyek",SMA/SMK,"Laki-laki, Min Pendidikan SMA/Sederajat",https://glints.com/id/opportunities/jobs/pekerja-proyek/ed48dd21-6837-42df-b622-33529678b4bc?utm_referrer=explore
gl407,Pegawai Fitness & Gym (Wanita),Akbar Gym Sidoarjo,Wanita,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita, Mempunyai Hobi & Pengetahuan Olahraga, Berpenampilan menarik, KTP Sidoarjo/Surabaya",https://glints.com/id/opportunities/jobs/pegawai-fitness-and-gym-wanita/27a048ae-62e5-46a1-98c3-09f99bab321a?utm_referrer=explore
gl408,Pegawai Fitness & Gym (Pria),Akbar Gym Sidoarjo,Olahraga,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Gym, Berpenampilan Menarik, Olahraga, Passionate About Sports & Fitness",SMA/SMK,"Pria, Mempunyai Hobi & Pengetahuan Olahraga, Berpenampilan menarik, KTP Sidoarjo/Surabaya",https://glints.com/id/opportunities/jobs/pegawai-fitness-and-gym-pria/b4c6c6d0-dab4-4d7d-a651-b1ed2757ef23?utm_referrer=explore
gl410,Internship Software Product Manager,PT Angkasa Defender Indonesia - ASDF.ID,Target Oriented,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Analytical Skills, Product Knowledge",Diploma (D1 - D4),"Memetakan SWOT produk kompetitor, Menemukan pain point dan problem calon user., Membantu mencapai produk market fit",https://glints.com/id/opportunities/jobs/internship-software-product-manager/ef76c54c-edfa-499d-81b2-48fde7b8ef36?utm_referrer=explore
gl414,Washer / Shoe Technician,Cleanvast Bali,Shoes Technician,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Shoes Care Technician, Shoes Technician, Safety Shoes",SMA/SMK,"Pria, umur 20-30 tahun, Mudah belajar, beradaptasi, cekatan, Diberikan full training sampai benar-benar bisa, 6 hari kerja",https://glints.com/id/opportunities/jobs/washer-shoe-technician/158d3a92-52e8-403e-aabf-f03b8d57cae1?utm_referrer=explore
gl416,Co-Host Live Streaming,PT Chuchu Teknologi Indonesia,Persuasive Selling,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp3,3jt-Rp6jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Membantu memasarkan produk di online shop melalui live streaming Tiktok Shop, dan market place, Membantu Host Live meningkatkan jumlah viewers dan pembeli melalui live streaming, Memiliki jiwa team work yang baik, Memasarkan produk di online shop melalui live TikTok Shop, Membantu Host Live mengatur strategi promosi untuk meningkatkan jumlah pembelian produk melalui live streaming Video, Membalas pesan yang tertera di kolom chat Live Streaming dan sebagainya",https://glints.com/id/opportunities/jobs/co-host-live-streaming/38f41c85-1a71-4c4e-b555-c68ed662b234?utm_referrer=explore
gl417,Mandarin Tutor,CV. Matahari Pranata Kreatif (Taeyang Kulture),Mandarin,"Astana Anyar, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp5jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Memberikan pengajaran sesuai kurikulum dan SOP di Taeyang Kulture, Reporting kegiatan pembelajaran, Kalibrasi pengembangan pembelajaran yang dirancang oleh Taeyang Kulture",https://glints.com/id/opportunities/jobs/mandarin-tutor/3e0d9e7f-ab24-4b7b-b80c-bb057a2b77b8?utm_referrer=explore
gl418,Bar Staff,Sambal Bakar Bali,Memiliki Jiwa Kepemimpinan,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"disiplin dan bertanggung jawab, Jujur Dan Pekerja Keras, mampu bekerja dibawah tekanan, Barista, Memiliki Jiwa Kepemimpinan",SMA/SMK,"Laki-laki/Perempuan, Memiliki pengalaman minimal 6 bulan di bidang yang sama, Memiliki jiwa kepemimpinan yang tinggi, Berorientasi pada kepuasan pelanggan, Jujur, pekerja keras, disiplin, dan bisa bekerja di bawah tekanan",https://glints.com/id/opportunities/jobs/bar-staff/736c626b-06b1-4c79-875d-5b41458c0646?utm_referrer=explore
gl419,Gudang,Sambal Bakar Bali,Memiliki Jiwa Kepemimpinan,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-laki/Perempuan, Memiliki pengalaman minimal 6 bulan di bidang yang sama, Memiliki jiwa kepemimpinan yang tinggi, Berorientasi pada kepuasan pelanggan, Jujur, pekerja keras, disiplin, dan bisa bekerja di bawah tekanan",https://glints.com/id/opportunities/jobs/gudang/ffdd7949-5cf6-4336-afce-4eb86ace8252?utm_referrer=explore
gl420,Greeter,Sambal Bakar Bali,Memiliki Jiwa Kepemimpinan,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"disiplin dan bertanggung jawab, Jujur Dan Pekerja Keras, Greeter, mampu bekerja dibawah tekanan, Memiliki Jiwa Kepemimpinan",SMA/SMK,"Laki-laki/Perempuan, Memiliki pengalaman minimal 6 bulan di bidang yang sama, Memiliki jiwa kepemimpinan yang tinggi, Berorientasi pada kepuasan pelanggan, Jujur, pekerja keras, disiplin, dan bisa bekerja di bawah tekanan",https://glints.com/id/opportunities/jobs/greeter/e1dbeff7-0731-4b23-b7b5-df59404bc36f?utm_referrer=explore
gl422,Hostes,Spirit Union Tabanan,HOSTESS,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita / Pria usia Maks. 28 Tahun., Berpenampilan Menarik., Mampu Bekerja dalam team / individu., Jujur, Ramah, Pekerja keras., Tidak dalam bekerja/ kontrak.",https://glints.com/id/opportunities/jobs/hostes/aa50a55f-82aa-4380-9114-03f22f663252?utm_referrer=explore
gl423,Kitchen Staff,Spirit Union Tabanan,Kitchen Staff,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita / Pria usia Maks. 28 Tahun., Berpenampilan Menarik., Mampu Bekerja dalam team / individu., Jujur, Ramah, Pekerja keras., Tidak dalam bekerja/ kontrak.",https://glints.com/id/opportunities/jobs/kitchen-staff/6d935650-b973-421c-9ff3-0c35d54a33e6?utm_referrer=explore
gl424,Waitress,Spirit Union Tabanan,Pelayan / Pramuniaga / Waiter / Server,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Waiter, Pelayan / Pramuniaga / Waiter / Server, pelayan/waiter",SMA/SMK,"Wanita / Pria usia Maks. 28 Tahun., Berpenampilan Menarik., Mampu Bekerja dalam team / individu., Jujur, Ramah, Pekerja keras., Tidak dalam bekerja/ kontrak.",https://glints.com/id/opportunities/jobs/waitress/214c86b7-58dc-494c-8686-24bcfe05546f?utm_referrer=explore
gl425,Waiter,Spirit Union Tabanan,Pelayan / Pramuniaga / Waiter / Server,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Waiter, Restaurant Waiter, Pelayan / Pramuniaga / Waiter / Server",SMA/SMK,"Pria usia Maks. 28 Tahun., Berpenampilan Menarik., Mampu Bekerja dalam team / individu., Jujur, Ramah, Pekerja keras., Tidak dalam bekerja/ kontrak.",https://glints.com/id/opportunities/jobs/waiter/8c0b68e3-88b5-44f2-881e-d28c11e7eb73?utm_referrer=explore
gl427,RESTAURANT CREW (CASUAL),Bebek Pondok Galih,Koordinasi Tim,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Cleaning, Hospitality and Service, Koordinasi Tim",SMA/SMK,"Diutamakan laki-laki maksimal usia 35 tahun, Pendidikan minimal lulusan SMA/SMK, Berpengalaman dibidangnya lebih disukai, Jujur, komunikatif, ramah, dan bertanggung jawab, Diutamakan yang berdomisili di Yogyakarta",https://glints.com/id/opportunities/jobs/restaurant-crew-casual/f53bf116-ed65-4df5-835c-cc60f493e9bd?utm_referrer=explore
gl428,Advertiser,PT. MOC Milenial Indonesia,Google Ads,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Membuat, dan mengatur Campaign untuk akun promosi, Membuat Script untuk Landing Page, Membuat Caption untuk mendukung konten Ads, Menjalankan promosi dan kampanye sosial secara teratur dan meninjau kampanye, Berkolaborasi dan melaksanakan kampanye pemasaran digital termasuk SEO/SEM, Memantau perkembangan terbaru di situs dan tren media sosial atau teknologi terkini",https://glints.com/id/opportunities/jobs/advertiser/4e4accf6-b86b-4ada-a899-bdd76b523434?utm_referrer=explore
gl433,Desainer Grafis,Rumah Halal Nusantara,Kreatif Dan Inovatif,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Berkomitmen, Teamwork, Leadership, Berkomunikasi Dengan Baik, Kreatif Dan Inovatif",Sarjana (S1),"Membuat dan merancang materi branding atau iklan, Membuat materi iklan cetak dan digital, Mengembangkan Visual Utama dan Materi Pendukung untuk Kampanye Pemasaran, Membantu dalam pengelolaan situs web, buletin, dan lainny, Mendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display Penjualan, Mengelola Desain dari Konsep hingga Produksi, Mendokumentasikan dengan baik semua file desain",https://glints.com/id/opportunities/jobs/desainer-grafis/7d394d18-37be-4244-87b5-4724f98d4410?utm_referrer=explore
